"","ID","TYPE","WDPAID","WDPA_PID","PA_DEF","NAME","ORIG_NAME","GOV_TYPE","MANG_AUTH","STATUS","STATUS_YR","REP_M_AREA","GIS_M_AREA","REP_AREA","GIS_AREA","DESIG_TYPE","IUCN_CAT","DESIG_ENG","INT_CRIT","MARINE","NO_TAKE","NO_TK_AREA","OWN_TYPE","SUB_LOC","PARENT_ISO3","ISO3","collab_gov","transboundary","private","nonprofit","local","indigenous","sub_national","federal","missing","gov_clean","estado"
"5111",193356,"Polygon",555599679,"555599679",1,"El Campanario - Laacanloo Cruz","El Campanario - Laacanloo Cruz","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,42.5383,49.24603507,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5112",193357,"Polygon",555599614,"555599614",1,"Área Natural Protegida al Final de La Senda","Área Natural Protegida al Final de La Senda","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.195897,0.1308980881,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-TLA","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Tlaxcala"
"5113",193358,"Polygon",555599595,"555599595",1,"Área de Conservación Ecológica de San Bartolomé Tlaquiltepec","Área de Conservación Ecológica de San Bartolomé Tlaquiltepec","Individual landowners","National Commission of Natural Protected Areas","Designated",2012,0,0,15.378,15.20529987,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5114",193359,"Polygon",555599678,"555599678",1,"El Camalote 3","El Camalote 3","Individual landowners","National Commission of Natural Protected Areas","Designated",2012,0,0,0.02,0.02018247297,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5115",193360,"Polygon",555599761,"555599761",1,"Ojo de Agua","Ojo de Agua","Individual landowners","National Commission of Natural Protected Areas","Designated",2012,0,0,0.02,0.02026780863,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5116",193361,"Polygon",555599879,"555599879",1,"Área Natural Protegida Fracción Dos de San José El Manantial","Área Natural Protegida Fracción Dos de San José El Manantial","Individual landowners","National Commission of Natural Protected Areas","Designated",2012,0,0,0.419472,0.4110611533,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-TLA","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Tlaxcala"
"5117",193362,"Polygon",555599768,"555599768",1,"Parcela N° 349 Z-l P1/1","Parcela N° 349 Z-l P1/1","Individual landowners","National Commission of Natural Protected Areas","Designated",2012,0,0,3.9559938,3.98847545,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5118",193363,"Polygon",555599856,"555599856",1,"Zona de Restauración Ecológica del Lobo Mexicano San Francisco","Zona de Restauración Ecológica del Lobo Mexicano San Francisco","Individual landowners","National Commission of Natural Protected Areas","Designated",2012,0,0,32.9389213,34.71477805,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-NLE","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Nuevo León"
"5119",193364,"Polygon",555599629,"555599629",1,"Área Natural Protegida Santuario de la Luciernaga","Area Natural Protegida Santuario de la Luciernaga","Individual landowners","National Commission of Natural Protected Areas","Designated",2012,0,0,1.95,1.937317103,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-TLA","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Tlaxcala"
"5120",193365,"Polygon",555599721,"555599721",1,"Fraccion C del predio rustico Los Guerigos","Fraccion C del predio rustico Los Guerigos","Individual landowners","National Commission of Natural Protected Areas","Designated",2012,0,0,26.983764,27.57388572,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-SON","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Sonora"
"5121",193367,"Polygon",555599656,"555599656",1,"Cerro El Mirador","Cerro El Mirador","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,2.37,2.067721393,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-CHP","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Chiapas"
"5122",193368,"Polygon",555599845,"555599845",1,"Tierras de Uso Común del Ejido San Juanito","Tierras de Uso Común del Ejido San Juanito","Individual landowners","National Commission of Natural Protected Areas","Designated",2013,0,0,3.2473906,3.261582965,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5123",193369,"Polygon",555599857,"555599857",1,"Zona de Uso Común I y II","Zona de Uso Común I y II","Individual landowners","National Commission of Natural Protected Areas","Designated",2013,0,0,0.445715,0.4246741842,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5124",193370,"Polygon",555599788,"555599788",1,"Reserva Ecológica Llanos de Magdalena","Reserva Ecológica Llanos de Magdalena","Individual landowners","National Commission of Natural Protected Areas","Designated",2013,0,0,6.2155194,6.225486244,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-BCS","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Baja California Sur"
"5125",193371,"Polygon",555599791,"555599791",1,"Reserva Natural El Portezuelo I","Reserva Natural El Portezuelo I","Individual landowners","National Commission of Natural Protected Areas","Designated",2013,0,0,13.2304993,13.29897641,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-BCS","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Baja California Sur"
"5126",193372,"Polygon",555599792,"555599792",1,"Reserva Natural El Portezuelo II","Reserva Natural El Portezuelo II","Individual landowners","National Commission of Natural Protected Areas","Designated",2013,0,0,9.2570503,9.303957913,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-BCS","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Baja California Sur"
"5127",193373,"Polygon",555599746,"555599746",1,"Los Fresnos","Los Fresnos","Individual landowners","National Commission of Natural Protected Areas","Designated",2013,0,0,38.765447,35.17384217,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-SON","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Sonora"
"5128",193374,"Polygon",555599722,"555599722",1,"Ha'Bin","Ha'Bin","Individual landowners","National Commission of Natural Protected Areas","Designated",2013,0,0,0.9,1.261260496,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-YUC","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Yucatan"
"5129",193375,"Polygon",555599628,"555599628",1,"Área Natural Protegida Primera Fracción, de la Fracción Dos del Predio Sin Construcción Denominado Ojo de Agua","Área Natural Protegida Primera Fracción, de la Fracción Dos del Predio Sin Construcción Denominado Ojo de Agua","Individual landowners","National Commission of Natural Protected Areas","Designated",2013,0,0,0.1381068,0.1389026948,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-TLA","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Tlaxcala"
"5130",193376,"Polygon",555599725,"555599725",1,"Kitam","Kitam","Individual landowners","National Commission of Natural Protected Areas","Designated",2013,0,0,0.4745,0.4768080439,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-YUC","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Yucatan"
"5131",193377,"Polygon",555599782,"555599782",1,"Rancho La Concepción","Rancho La Concepción","Individual landowners","National Commission of Natural Protected Areas","Designated",2013,0,0,5,5.021724261,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-BCN","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Baja California"
"5132",193378,"Polygon",555599799,"555599799",1,"Reserva Privada Moon Palace","Reserva Privada Moon Palace","Individual landowners","National Commission of Natural Protected Areas","Designated",2013,0,0,3.15731,3.181280217,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-ROO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Quintana Roo"
"5133",193379,"Polygon",555599840,"555599840",1,"Siete Cumbres Guadalupe Cuautepec","Siete Cumbres Guadalupe Cuautepec","Individual landowners","National Commission of Natural Protected Areas","Designated",2013,0,0,4.634676,4.661231096,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5134",193380,"Polygon",555599625,"555599625",1,"Área Natural Protegida Loma de Enmedio y Tetzitzilica","Área Natural Protegida Loma de Enmedio y Tetzitzilica","Individual landowners","National Commission of Natural Protected Areas","Designated",2014,0,0,0.2697534,0.2852956476,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-TLA","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Tlaxcala"
"5135",193381,"Polygon",555599815,"555599815",1,"Sáta Sííka","Sáta Sííka","Individual landowners","National Commission of Natural Protected Areas","Designated",2014,0,0,0.911548,0.9170376543,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5136",193382,"Polygon",555599794,"555599794",1,"Reserva Natural El Portezuelo IV","Reserva Natural El Portezuelo IV","Individual landowners","National Commission of Natural Protected Areas","Designated",2014,0,0,20.397821,20.46746658,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-BCS","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Baja California Sur"
"5137",193383,"Polygon",555599769,"555599769",1,"Parcela No 22 Z-1 P1/1","Parcela No 22 Z-1 P1/1","Individual landowners","National Commission of Natural Protected Areas","Designated",2014,0,0,0.856667,0.8608483709,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5138",193384,"Polygon",555599684,"555599684",1,"El Diamante","El Diamante","Individual landowners","National Commission of Natural Protected Areas","Designated",2015,0,0,1.5,1.487389396,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5139",193385,"Polygon",555599772,"555599772",1,"Parcela No 93 Z-1 P1/1","Parcela No 93 Z-1 P1/1","Individual landowners","National Commission of Natural Protected Areas","Designated",2014,0,0,0.727722,0.7322701257,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5140",193387,"Polygon",555599724,"555599724",1,"Jardín Botánico El Charco del Ingenio","Jardín Botánico El Charco del Ingenio","Individual landowners","National Commission of Natural Protected Areas","Designated",2014,0,0,0.6612162,0.6809702556,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GUA","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guanajuato"
"5141",193388,"Polygon",555599613,"555599613",1,"Área de Uso Común del Núcleo Agrario El Barrio de La Soledad","Área de Uso Común del Núcleo Agrario El Barrio de La Soledad","Individual landowners","National Commission of Natural Protected Areas","Designated",2012,0,0,35.657984,35.83506808,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5142",193389,"Polygon",107945,"107945",1,"Reserva Ecológica Natural en la Cuenca Alta del Río Atoyac 1 Z-1 P1/1","Reserva Ecológica Natural en la Cuenca Alta del Río Atoyac 1 Z-1 P1/1","Individual landowners","National Commission of Natural Protected Areas","Designated",2006,0,0,0.026326,4.53410588,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-VER","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Veracruz"
"5143",193390,"Polygon",555599779,"555599779",1,"Predio San José","Predio San José","Individual landowners","National Commission of Natural Protected Areas","Designated",2014,0,0,0.5,0.5015744988,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5144",193391,"Polygon",555599655,"555599655",1,"Cerro del Organal","Cerro del Organal","Individual landowners","National Commission of Natural Protected Areas","Designated",2014,0,0,2.29,2.303677792,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5145",193392,"Polygon",555599672,"555599672",1,"CostaSalvaje WildLands II","CostaSalvaje WildLands II","Individual landowners","National Commission of Natural Protected Areas","Designated",2014,0,0,38.46848,0.04680665922,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-BCN","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Baja California"
"5146",193393,"Polygon",107687,"107687",1,"Huanacastle","Huanacastle","Individual landowners","National Commission of Natural Protected Areas","Designated",2006,0,0,0.22,0.1584150534,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5147",193395,"Polygon",555599795,"555599795",1,"Reserva Natural Punta Mazo","Reserva Natural Punta Mazo","Individual landowners","National Commission of Natural Protected Areas","Designated",2014,0,0,8.3246857,8.335454628,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-BCN","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Baja California"
"5148",193396,"Polygon",555599786,"555599786",1,"Reserva Ecológica Bahía Santa María II","Reserva Ecológica Bahía Santa María II","Individual landowners","National Commission of Natural Protected Areas","Designated",2014,0,0,8.4010308,8.402300503,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-SIN","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Sinaloa"
"5149",193397,"Polygon",555599785,"555599785",1,"Reserva Ecológica Bahía Santa María I","Reserva Ecológica Bahía Santa María I","Individual landowners","National Commission of Natural Protected Areas","Designated",2014,0,0,2.9279555,2.939447864,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-SIN","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Sinaloa"
"5150",193398,"Polygon",555599730,"555599730",1,"La Mariquita","La Mariquita","Individual landowners","National Commission of Natural Protected Areas","Designated",2015,0,0,21.9589057,21.97251899,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-SON","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Sonora"
"5151",193399,"Polygon",555599647,"555599647",1,"Barranca Honda","Barranca Honda","Individual landowners","National Commission of Natural Protected Areas","Designated",2015,0,0,0.513493,0.5140173951,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-CHP","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Chiapas"
"5152",193400,"Polygon",555599745,"555599745",1,"Las Maravillas Lote 8","Las Maravillas Lote 8","Individual landowners","National Commission of Natural Protected Areas","Designated",2015,0,0,1.277063,1.203071381,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
